"","idcode","industry","occupation","union","wage","hours","ttl_exp","tenure","age","gender","race","married","yearsofschooling","collgrad","south","smsa","c_city"
"1863",4309,"Professional Services","Laborers","nonunion",4.090176,25,10.47436,3.75,37,"female","black","married",10,"not college grad",1,"SMSA",1
"1864",4310,"Professional Services","Laborers","nonunion",7.914649,40,11.99359,0,39,"female","black","married",14,"not college grad",1,"SMSA",1
"1865",4311,"Professional Services","Professional/technical","nonunion",6.27214,40,9.294872,8.25,38,"male","black","single",13,"not college grad",1,"nonSMSA",0
"1866",4316,"Professional Services","Sales","nonunion",3.711753,20,9.576923,0.5833333,34,"female","white","married",16,"college grad",0,"SMSA",0
"1867",4318,"Professional Services","Laborers","union",3.478261,35,10.58974,4.75,41,"female","white","single",12,"not college grad",1,"SMSA",1
"1868",4319,"Manufacturing","Operatives","nonunion",2.759197,30,3.737179,0.25,36,"female","white","single",12,"not college grad",1,"SMSA",0
"1869",4323,"Professional Services","Sales","nonunion",4.742351,40,10.33333,0,44,"male","black","single",11,"not college grad",1,"SMSA",1
"1870",4324,"Personal Services","Laborers","nonunion",1.59261,NA,9.461538,0.9166667,41,"female","black","single",10,"not college grad",1,"SMSA",1
"1871",4327,"Public Administration","Laborers","nonunion",3.344482,20,7.589744,0.75,35,"female","black","single",12,"not college grad",1,"SMSA",0
"1872",4330,"Wholesale/Retail Trade","Sales","union",5.233495,40,17.42308,14.5,42,"female","black","single",12,"not college grad",1,"SMSA",0
"1873",4334,"Wholesale/Retail Trade","Sales","nonunion",6.191625,40,16.96795,14.25,41,"male","black","married",15,"college grad",1,"SMSA",0
"1874",4335,"Finance/Ins/Real Estate","Sales","nonunion",5.53945,40,7.403846,1.083333,35,"female","black","married",11,"not college grad",1,"SMSA",1
"1875",4338,"Professional Services","Sales","nonunion",5.668274,40,14.94231,8.666667,42,"female","black","married",9,"not college grad",1,"SMSA",1
"1876",4340,"Professional Services","Managers/admin","nonunion",3.37359,40,20.83974,1.416667,44,"male","black","single",10,"not college grad",1,"SMSA",1
"1877",4342,"Professional Services","Professional/technical","nonunion",14.75039,42,14.88462,8.083333,40,"male","black","single",16,"college grad",1,"SMSA",0
"1878",4343,"Wholesale/Retail Trade","Laborers","nonunion",3.156198,37,8.051281,1.916667,41,"female","black","single",4,"not college grad",1,"SMSA",1
"1879",4345,"Finance/Ins/Real Estate","Sales","nonunion",8.96135,38,14.17308,11.33333,36,"male","black","married",12,"not college grad",0,"SMSA",0
"1880",4346,"Professional Services","Sales","nonunion",10.32206,45,16.58333,15.83333,45,"male","black","single",18,"college grad",1,"SMSA",1
"1881",4350,"Professional Services","Professional/technical","nonunion",10.53139,50,13.53846,12.83333,35,"male","white","married",16,"college grad",1,"SMSA",1
"1882",4351,"Professional Services","Sales","nonunion",7.198063,40,17.27564,17.25,40,"female","white","married",12,"not college grad",1,"SMSA",0
"1883",4352,"Wholesale/Retail Trade","Managers/admin","nonunion",3.719806,45,12.48718,1.333333,42,"male","white","married",12,"not college grad",1,"SMSA",1
"1884",4354,"Professional Services","Professional/technical","nonunion",38.70926,40,14.32692,4.916667,35,"male","black","single",16,"college grad",1,"SMSA",1
"1885",4356,"Transport/Comm/Utility","Other","nonunion",12.43156,40,19.61539,19.58333,43,"female","white","married",12,"not college grad",1,"SMSA",1
"1886",4357,"Finance/Ins/Real Estate","Managers/admin","nonunion",11.03059,40,19.30128,1.416667,38,"male","white","married",14,"not college grad",1,"SMSA",1
"1887",4360,"Manufacturing","Operatives","union",8.05153,40,20.36539,1.333333,42,"female","white","single",12,"not college grad",1,"SMSA",1
"1888",4361,"Manufacturing","Operatives","nonunion",6.843801,40,15.21154,12.5,45,"female","white","married",9,"not college grad",1,"SMSA",0
"1889",4363,"Professional Services","Sales","nonunion",9.29146,40,12.01282,6.833333,39,"female","white","married",17,"college grad",1,"nonSMSA",0
"1890",4364,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",2.310788,45,11.98077,1.583333,37,"female","white","married",14,"not college grad",1,"SMSA",0
"1891",4365,"Wholesale/Retail Trade","Craftsmen","nonunion",4.959742,45,8.173077,0,42,"female","white","married",12,"not college grad",1,"SMSA",1
"1892",4367,"Finance/Ins/Real Estate","Sales","nonunion",6.972622,40,14.21154,9.666667,38,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1893",4369,"Wholesale/Retail Trade","Sales","nonunion",8.05153,4,8.974359,4.75,40,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1894",4376,"Wholesale/Retail Trade","Sales","nonunion",4.53301,40,13.42949,1.583333,35,"male","white","married",12,"not college grad",1,"SMSA",0
"1895",4378,"Professional Services","Professional/technical","nonunion",9.758451,40,17.92308,6.5,42,"female","white","single",16,"college grad",1,"nonSMSA",0
"1896",4381,"Professional Services","Other","nonunion",8.518515,40,12.10897,6.916667,43,"female","white","married",15,"not college grad",1,"nonSMSA",0
"1897",4382,"Manufacturing","Operatives","union",5.724636,40,17.42308,11.75,42,"female","black","single",9,"not college grad",1,"nonSMSA",0
"1898",4383,"Manufacturing","Operatives","union",5.53945,40,15.79487,15.75,38,"female","black","single",14,"not college grad",1,"nonSMSA",0
"1899",4384,"Personal Services","Transport","nonunion",2.697261,58,9.833334,0,41,"female","black","single",10,"not college grad",1,"nonSMSA",0
"1900",4386,"Manufacturing","Craftsmen","nonunion",8.379888,40,21.07051,11.08333,43,"male","black","single",12,"not college grad",1,"nonSMSA",0
"1901",4388,"Professional Services","Laborers","union",4.055183,40,12.4359,7.416667,37,"female","black","married",11,"not college grad",0,"SMSA",0
"1902",4389,"Professional Services","Craftsmen","nonunion",5.523347,40,13.86539,13.66667,41,"female","black","married",14,"not college grad",1,"nonSMSA",0
"1903",4393,"Wholesale/Retail Trade","Sales","nonunion",3.502414,40,15.28846,9.25,39,"female","white","married",15,"not college grad",1,"nonSMSA",0
"1904",4394,"Finance/Ins/Real Estate","Sales","nonunion",2.214171,38,11.55128,NA,36,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1905",4395,"Manufacturing","Operatives","nonunion",2.012882,40,4.442308,0.4166667,41,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1906",4397,"Professional Services","Other","nonunion",3.428092,40,16.07051,2,40,"male","white","married",18,"college grad",0,"SMSA",1
"1907",4405,"Manufacturing","Operatives","nonunion",3.344482,40,5.788462,0.5,36,"female","white","married",7,"not college grad",1,"nonSMSA",0
"1908",4407,"Professional Services","Operatives","nonunion",3.344482,20,15.05769,1.083333,40,"female","black","married",11,"not college grad",1,"nonSMSA",0
"1909",4408,"Professional Services","Professional/technical","nonunion",7.901336,40,9.673077,0.25,38,"male","white","married",14,"not college grad",1,"nonSMSA",0
"1910",4409,"Professional Services","Laborers","nonunion",4.227053,35,10,9.166667,35,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1911",4411,"Ag/Forestry/Fisheries","Farm laborers","nonunion",1.811594,40,16.99359,13.25,44,"female","black","single",8,"not college grad",1,"nonSMSA",0
"1912",4413,"Manufacturing","Operatives","nonunion",4.919482,40,21,21,41,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1913",4419,"Manufacturing","Sales","nonunion",5.032206,40,10.91026,4.333333,36,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1914",4420,"Finance/Ins/Real Estate","Sales","nonunion",3.099838,50,13.90385,5.333333,43,"female","white","married",12,"not college grad",1,"SMSA",0
"1915",4426,"Manufacturing","Operatives","nonunion",2.801002,40,11.57692,0.5,36,"female","black","married",12,"not college grad",1,"nonSMSA",0
"1916",4428,"Public Administration","Other","nonunion",4.178743,40,8.532051,7.25,39,"female","black","married",12,"not college grad",1,"SMSA",1
"1917",4429,"Public Administration","Sales","nonunion",7.351045,40,14.53846,9.083333,37,"female","black","married",11,"not college grad",1,"SMSA",0
"1918",4435,"Professional Services","Professional/technical","nonunion",7.898549,50,17.3718,9.75,35,"female","white","married",18,"college grad",1,"nonSMSA",0
"1919",4437,"Professional Services","Sales","nonunion",5.225752,40,15.52564,0.8333333,41,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1920",4438,"Manufacturing","Operatives","nonunion",2.777777,40,10.87179,0,42,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1921",4439,"Manufacturing","Operatives","union",17.61674,8,8.692307,0,42,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1922",4441,"Ag/Forestry/Fisheries","Farm laborers","union",3.454104,35,6.403846,1.083333,42,"female","black","married",6,"not college grad",1,"nonSMSA",0
"1923",4442,NA,"Farm laborers","nonunion",3.043478,40,7.5,1.25,40,"female","black","married",7,"not college grad",1,"nonSMSA",0
"1924",4443,NA,"Farm laborers","nonunion",3.019324,40,5.865385,1,39,"female","black","married",9,"not college grad",1,"nonSMSA",0
"1925",4445,"Ag/Forestry/Fisheries","Farm laborers","nonunion",2.697261,40,3.615385,1.083333,35,"female","black","single",8,"not college grad",1,"nonSMSA",0
"1926",4446,"Professional Services","Professional/technical","nonunion",1.392914,80,12.25,1.583333,43,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1927",4450,"Wholesale/Retail Trade","Managers/admin","union",7.407406,35,16.42308,13.25,38,"male","black","married",12,"not college grad",0,"SMSA",0
"1928",4454,"Professional Services","Laborers","nonunion",2.930756,35,7.788461,0.5,39,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1929",4458,"Manufacturing","Operatives","nonunion",4.025765,34,17.99359,15.83333,44,"female","black","married",7,"not college grad",1,"nonSMSA",0
"1930",4460,"Professional Services","Laborers","nonunion",4.53301,40,14.23077,5.75,36,"female","black","single",12,"not college grad",0,"SMSA",1
"1931",4461,"Personal Services","Operatives","nonunion",5.779567,40,3.288461,0.8333333,35,"female","black","single",12,"not college grad",0,"SMSA",1
"1932",4462,"Professional Services","Laborers","nonunion",3.091786,38,15.38461,2.916667,39,"female","black","single",12,"not college grad",1,"nonSMSA",0
"1933",4464,"Manufacturing","Clerical/unskilled","nonunion",7.648953,20,8.423077,0.5,34,"male","black","married",13,"not college grad",1,"SMSA",0
"1934",4465,"Personal Services","Transport","nonunion",2.697261,40,22.89103,1.416667,43,"female","black","single",7,"not college grad",1,"nonSMSA",0
"1935",4466,"Personal Services","Transport","nonunion",1.797659,40,15.24359,1.25,44,"female","black","single",12,"not college grad",1,"nonSMSA",0
"1936",4470,"Personal Services","Laborers","nonunion",2.818035,60,11.94231,1.916667,37,"female","black","married",12,"not college grad",1,"nonSMSA",0
"1937",4473,"Manufacturing","Clerical/unskilled","nonunion",6.270903,40,11.52564,4.833333,43,"male","white","single",14,"not college grad",1,"nonSMSA",0
"1938",4474,"Professional Services","Sales","nonunion",4.025765,40,10.15385,0.0833333,34,"female","black","married",15,"not college grad",1,"SMSA",1
"1939",4478,"Professional Services","Other","nonunion",7.479866,60,18.01923,9.833333,39,"male","white","married",17,"college grad",1,"SMSA",0
"1940",4480,"Wholesale/Retail Trade","Managers/admin","nonunion",3.309176,62,6.057693,2.25,39,"male","white","single",11,"not college grad",1,"nonSMSA",0
"1941",4481,"Wholesale/Retail Trade","Operatives","nonunion",2.053139,60,3.166667,0.0833333,38,"male","white","married",7,"not college grad",1,"nonSMSA",0
"1942",4484,"Wholesale/Retail Trade","Laborers","nonunion",4.025765,15,13.42308,0.4166667,37,"female","black","single",14,"not college grad",0,"SMSA",1
"1943",4485,"Manufacturing","Craftsmen","union",12.23027,52,13.23077,5.083333,35,"female","black","married",13,"not college grad",0,"SMSA",0
"1944",4488,"Wholesale/Retail Trade","Operatives","nonunion",6.843801,40,14.85897,9.333333,37,"female","white","single",12,"not college grad",1,"nonSMSA",0
"1945",4490,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",25.16103,40,21.77564,21.75,43,"male","white","single",15,"not college grad",0,"SMSA",1
"1946",4492,"Professional Services","Sales","nonunion",4.033815,40,8.698718,1.666667,41,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1947",4494,"Manufacturing","Operatives","nonunion",6.086955,40,11.35897,3.25,35,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1948",4501,"Wholesale/Retail Trade","Sales","nonunion",4.339774,60,15.90385,1.916667,40,"female","white","single",12,"not college grad",0,"SMSA",0
"1949",4502,"Construction","Clerical/unskilled","nonunion",5.032206,40,6.211538,4,44,"male","white","married",13,"not college grad",1,"SMSA",0
"1950",4508,"Wholesale/Retail Trade","Sales","nonunion",3.220612,30,6.173077,0.8333333,35,"male","black","married",12,"not college grad",1,"SMSA",0
"1951",4510,"Transport/Comm/Utility","Sales","union",14.51691,40,12.20513,9.416667,34,"female","white","single",12,"not college grad",1,"SMSA",0
"1952",4512,"Wholesale/Retail Trade","Operatives","nonunion",2.697261,60,4.903846,1.666667,43,"female","white","married",10,"not college grad",1,"nonSMSA",0
"1953",4513,"Wholesale/Retail Trade","Laborers","nonunion",3.357486,30,16.5,1.833333,39,"female","black","single",13,"not college grad",1,"nonSMSA",0
"1954",4518,"Professional Services","Managers/admin","nonunion",6.352657,38,16.01923,13.25,40,"male","black","single",14,"not college grad",1,"nonSMSA",0
"1955",4519,"Professional Services","Sales","nonunion",7.648953,40,12.03846,7.25,40,"female","white","married",12,"not college grad",1,"SMSA",1
"1956",4520,"Business/Repair Svc","Service","nonunion",6.038648,40,12.41026,8.5,39,"female","white","married",6,"not college grad",1,"nonSMSA",0
"1957",4527,"Professional Services","Laborers","nonunion",2.898549,40,6.25,1.833333,35,"female","black","married",12,"not college grad",0,"SMSA",0
"1958",4530,"Business/Repair Svc","Managers/admin","nonunion",9.29146,50,12.23718,8.416667,37,"male","white","married",12,"not college grad",0,"SMSA",0
"1959",4531,"Wholesale/Retail Trade","Sales","nonunion",2.801002,36,7.365385,1.333333,37,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1960",4532,"Personal Services","Operatives","nonunion",5.53945,40,15.5641,0.0833333,40,"female","black","married",12,"not college grad",1,"SMSA",0
"1961",4533,"Manufacturing","Operatives","nonunion",7.745568,40,18.17949,8.416667,42,"male","black","single",12,"not college grad",1,"SMSA",0
"1962",4536,"Professional Services","Other","nonunion",9.806758,45,17.63461,13.58333,43,"female","white","married",17,"college grad",1,"nonSMSA",0
"1963",4538,"Professional Services","Laborers","nonunion",3.985505,40,4.365385,2.833333,39,"female","black","married",9,"not college grad",0,"SMSA",0
"1964",4539,"Professional Services","Laborers","nonunion",2.926421,40,5.461538,0.9166667,43,"female","other","married",0,"not college grad",1,"nonSMSA",0
"1965",4541,"Finance/Ins/Real Estate","Sales","nonunion",6.505631,60,11.75,0.25,40,"female","white","married",13,"not college grad",0,"SMSA",0
"1966",4542,"Finance/Ins/Real Estate","Managers/admin","nonunion",4.827484,40,15.24359,2.75,39,"male","white","married",12,"not college grad",0,"SMSA",0
"1967",4543,"Finance/Ins/Real Estate","Managers/admin","nonunion",13.55072,40,13.55769,1.166667,37,"male","white","single",12,"not college grad",0,"SMSA",0
"1968",4544,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",2.717391,60,7.403846,0.0833333,38,"male","white","married",16,"college grad",0,"nonSMSA",0
